ShotMarker Archived Data (generated Feb 11 2026)
Exported 157 strings from Jan 30 to Feb 19 of 2982 total in archive

Feb 19 2026,M1 R1 T11-E8,#11 (11-E8),2258 x 1721,ICFRA F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:26.19 pm,,4,1,26,-185,-305,2139,0.5,1.9,5.4,4.3,
,11:27.49 pm,,5,2,26,-79,-200,2113,-0.1,2.1,1,5.1,
,11:28.59 pm,,6,1,26,-271,-165,2123,0.1,1.7,4.5,3,
,11:29.59 pm,,7,4,26,-108,-18,2146,0,1.7,0.6,2.6,
,11:30.49 pm,,8,4,26,-113,-16,2184,0.4,2.2,1,1.4,
,11:31.56 pm,,9,4,26,125,-47,1998,-0.9,2.3,7.3,2.5,
,11:32.52 pm,,10,3,26,-100,113,1944,-0.3,2.1,1,2.4,

Feb 06 2026,unnamed,#84 (84-E8 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:24.39 pm,sighter,S1,1,26,91,-524,2328,0.3,3.6,1.6,7.7,
,11:26.26 pm,sighter,S2,2,26,-15,255,2391,-0.1,4.3,1,1.4,
,11:28.23 pm,,1,5,26,-35,-61,2459,0.3,3.8,2.2,1.5,
,11:29.03 pm,,2,X,26,-13,-2,2371,0.3,4.2,3.7,1.6,
,11:29.43 pm,,3,6,26,-26,-1,2416,0.4,4.2,0.6,0.9,
,11:30.14 pm,,4,6,26,-30,-9,2405,0.2,4.3,7.3,1.2,
,11:30.44 pm,,5,6,26,-22,16,2456,0.7,4.2,5.4,2.8,
,11:31.24 pm,,6,X,26,-14,7,2442,0.5,4,1.6,1.7,

Feb 06 2026,Vlado k s2 ,#82 (82-E6 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:21.27 pm,sighter,S1,V,26,-6,-14,2323,-0.2,3.4,5.4,0.7,
,11:22.38 pm,sighter,S2,V,26,8,-27,2316,0,3.1,5.4,0.7,
,11:23.08 pm,,1,V,26,18,-15,2316,0.2,3.3,5.4,0.4,
,11:23.48 pm,,2,5,26,57,-17,2344,0.3,3.3,10.5,0.8,
,11:24.41 pm,,3,V,26,-12,-17,2308,0.7,3.2,4.5,0.6,
,11:25.35 pm,,4,5,26,39,-46,2299,0.2,3.7,9.4,0.6,
,11:26.11 pm,,5,5,26,13,-38,2361,-0.2,3,0.6,0.3,
,11:26.52 pm,,6,V,26,25,-18,2369,0.9,3.9,10.5,0.7,
,11:28.01 pm,,7,V,26,-5,-30,2323,-0.4,3.3,7.3,0.5,
,11:28.33 pm,,8,5,26,53,-46,2326,-0.1,3.6,4.5,0.3,

Feb 06 2026,Buck,#27 (27-E3 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:21.51 pm,sighter,S1,4,26,94,50,2346,0.7,3,9.4,4.1,
,11:22.26 pm,sighter,S2,5,26,-40,15,2314,0.5,2.2,10.5,5.4,
,11:23.16 pm,,1,5,26,-48,3,2298,0.3,2.4,10.5,3.4,
,11:23.49 pm,,2,V,26,-26,15,2317,0.7,1.9,6.3,4.2,
,11:25.10 pm,,3,5,26,17,57,2333,0.3,2.3,9.4,4,
,11:25.37 pm,,4,V,26,-13,-25,2314,0,1.8,5.4,3.1,
,11:26.17 pm,,5,5,26,-37,18,2346,0.6,1.9,11.6,1.9,
,11:26.56 pm,,6,5,26,38,-9,2313,0.7,2,7.3,2.1,
,11:27.33 pm,,7,5,26,-38,27,2320,0.7,2.2,7.3,3,
,11:28.11 pm,,8,V,26,-25,19,2316,0.2,2.5,6.3,4.2,

Feb 06 2026,Damo F1,#82 (82-E6 BCRC),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:08.41 pm,sighter,S1,2,26,192,182,2314,0.3,3.4,6.3,1.6,
,11:09.43 pm,sighter,S2,4,26,70,43,2368,0.6,3.3,4.5,1,
,11:11.09 pm,,1,5,26,-42,-26,2335,0.5,2.9,1,0.5,
,11:12.19 pm,,2,5,26,-59,7,2337,0.4,3,6.3,0.4,
,11:12.54 pm,,3,5,26,-2,42,2342,0.8,3.3,0.6,0.5,
,11:14.18 pm,,4,6,26,26,-2,2340,0.5,3,7.3,0.8,
,11:15.00 pm,,5,5,26,-59,21,2334,0.4,3.1,3.7,0.2,
,11:15.36 pm,,6,X,26,-16,3,2376,1.1,3,5.4,1.4,
,11:16.35 pm,,7,6,26,1,-26,2348,0.5,3.5,9.4,0.7,
,11:17.33 pm,,8,4,26,66,62,2386,0.8,3.4,4.5,0.6,
,11:18.07 pm,,9,5,26,-13,-53,2343,0.7,3.3,6.3,0.8,
,11:18.39 pm,,10,5,26,47,21,2416,1.5,3.2,12.8,0.9,

Feb 06 2026,jack qi,#27 (27-E3 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:10.19 pm,,1,5,26,-45,29,2248,0,1.4,11.6,1.3,
,11:10.49 pm,,2,3,26,174,-27,2204,0,1.7,10.5,4.2,
,11:11.37 pm,,3,5,26,-7,50,2183,0,2.3,9.4,3.8,
,11:12.41 pm,,4,V,26,24,28,2227,0,2.1,3.7,4.2,
,11:13.27 pm,,5,5,26,39,54,2250,-0.2,2.5,2.9,3.1,
,11:14.45 pm,,6,5,26,-3,54,2233,0.1,2.3,7.3,3.2,
,11:15.44 pm,,7,4,26,61,68,2233,0.2,1.9,1,4.3,
,11:16.48 pm,,8,4,26,42,76,2267,0,2.8,2.9,2.3,
,11:17.29 pm,,9,4,26,68,91,2204,0.7,2.7,8.3,4.5,
,11:18.14 pm,,10,4,26,114,59,2298,0.4,2,12.8,4.9,

Feb 06 2026,TGH test,#84 (),1716 x 1716,ICFRA-2008 F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:01.41 pm,,1,6,26,-23,15,2434,0.6,4.1,1.6,3.4,
,11:02.09 pm,,2,X,26,-6,11,2449,0,4.3,2.9,2.3,
,11:02.36 pm,,3,X,26,13,15,2512,1.5,4.9,14,3.7,
,11:02.58 pm,,4,6,26,0,-34,2451,0.6,4.2,9.4,1.3,
,11:03.24 pm,,5,X,26,4,-6,2414,-0.1,4.3,2.2,2.6,
,11:03.42 pm,,6,X,26,21,-1,2449,0.1,4.5,1.6,0.6,
,11:04.27 pm,,7,X,26,2,1,2485,0.1,5,0.6,2.4,
,11:04.51 pm,,8,6,26,-20,-25,2447,0.1,4,2.9,3.1,
,11:05.33 pm,,9,6,26,35,-6,2448,0,4.6,2.9,0.6,
,11:05.59 pm,,10,6,26,18,-33,2427,0.2,4.3,2.2,4.1,
,11:06.20 pm,,11,6,26,33,-16,2473,-0.3,4.6,1,4.5,
,11:07.04 pm,,12,6,26,35,-5,2432,-0.2,4.3,2.9,2.7,
,11:07.26 pm,,13,X,26,3,-16,2449,0,4.2,3.7,1.3,
,11:07.52 pm,,14,6,26,-23,-8,2424,-0.1,4.1,0.6,0.2,
,11:08.24 pm,,15,6,26,30,6,2438,-0.1,4.1,1.6,3,
,11:08.45 pm,,16,X,26,10,-17,2429,0.2,4.2,2.2,3.5,

Feb 06 2026,Justin 2,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,11:03.01 pm,sighter,S1,5,27,-65,9,2363,2.1,1.9,4.5,3,
,11:03.23 pm,sighter,S2,5,27,-53,17,2351,1.5,2.1,7.3,2.3,
,11:03.45 pm,,1,4,27,84,61,2388,2.1,2.9,2.2,2.8,
,11:04.24 pm,,2,V,27,17,17,2402,1.8,2.3,10.5,4.1,
,11:04.47 pm,,3,V,27,3,-36,2382,1.6,2.1,10.5,3.5,
,11:05.03 pm,,4,V,27,28,23,2406,1.8,2.4,8.3,3.5,
,11:05.23 pm,,5,5,27,37,-30,2387,2.1,1.9,8.3,2.6,
,11:05.50 pm,,6,V,27,33,-9,2368,1.5,1.7,9.4,1.5,
,11:06.11 pm,,7,V,27,22,-27,2345,1.7,2.1,8.3,3.5,
,11:06.29 pm,,8,5,27,11,57,2330,1.6,2.3,8.3,1.1,
,11:06.46 pm,,9,5,26,1,50,2348,1.9,2,7.3,2.7,
,11:07.06 pm,,10,4,26,80,-28,2363,1.7,2,11.6,2,

Feb 06 2026,Vlado k s1,#82 (82-E6 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:56.35 pm,sighter,S1,4,27,-127,15,2325,0.4,3.3,8.3,0.8,
,10:57.24 pm,sighter,S2,4,26,88,-20,2302,0.2,3.2,3.7,1.4,
,10:58.04 pm,,1,5,26,16,-44,2340,0.3,3.2,8.3,0.6,
,10:58.51 pm,,2,V,26,27,-9,2307,0,3,6.3,0.9,
,10:59.30 pm,,3,V,26,23,-7,2322,0.4,3.3,6.3,0.9,
,11:00.11 pm,,4,5,26,45,-10,2374,0.1,3.7,2.2,1.1,
,11:01.11 pm,,5,5,26,47,-13,2347,0.1,3.5,9.4,1.6,
,11:02.31 pm,,6,V,26,7,-13,2320,0.3,3.4,10.5,0.7,
,11:03.17 pm,,7,4,26,-76,-29,2309,0,3.1,3.7,0.2,
,11:04.24 pm,,8,V,26,2,-13,2370,0.2,3.3,8.3,1,
,11:05.08 pm,,9,5,26,5,-43,2313,-0.6,3.3,3.7,1.4,
,11:05.51 pm,,10,4,26,69,-40,2334,-0.3,2.5,7.3,0.5,

Feb 06 2026,Buck,#27 (27-E3 CRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:56.49 pm,sighter,S1,4,26,-124,44,2290,0.5,1.7,2.2,3.5,
,10:58.24 pm,sighter,S2,5,26,-44,26,2307,0.8,2.3,9.4,3.8,
,10:59.39 pm,,1,5,26,20,35,2329,0.4,2.1,9.4,3.3,
,11:00.07 pm,,2,5,26,14,49,2337,0.7,2.5,8.3,3.8,
,11:00.37 pm,,3,V,26,-6,26,2345,0.6,2.1,5.4,3.7,
,11:01.19 pm,,4,V,26,-2,24,2351,0.7,1.5,5.4,2.3,
,11:02.25 pm,,5,4,26,-77,33,2327,0.5,1.9,5.4,4.4,
,11:03.19 pm,,6,5,26,-29,-38,2309,0.5,1.9,10.5,3.4,
,11:03.53 pm,,7,V,26,3,9,2350,0.6,1.3,2.9,3.7,
,11:04.28 pm,,8,V,26,-3,-4,2303,0.8,1.3,12.8,3.9,

Feb 06 2026,Jamie C SH 2,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:53.35 pm,sighter,S1,5,26,-37,57,2369,0.1,4.2,1,0.2,
,10:54.27 pm,sighter,S2,5,26,-44,-14,2369,0.5,4.3,2.9,1.7,
,10:55.38 pm,,1,V,26,-1,2,2372,1,4,2.2,2.5,
,10:56.07 pm,,2,V,26,-5,-21,2331,0.5,4.2,0.6,1,
,10:57.16 pm,,3,5,26,38,-8,2342,0.4,4.3,2.9,1.9,
,10:57.39 pm,,4,5,26,59,-43,2353,0.3,4,4.5,2.1,
,10:58.13 pm,,5,V,26,8,-4,2369,0.2,4.3,0.6,1.3,
,10:58.27 pm,,6,V,26,-13,1,2377,0.9,4.2,4.5,1.1,
,10:58.42 pm,,7,V,26,12,6,2402,0.8,4,10.5,3.4,
,10:58.56 pm,,8,V,26,-28,17,2363,0.1,4.7,4.5,0.5,
,10:59.08 pm,,9,V,26,-8,34,2365,0.3,4.7,3.7,0.3,
,10:59.24 pm,,10,V,26,-6,27,2348,0.1,4.3,2.9,2.3,

Feb 06 2026,Justin,#83 (83-E7 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:53.47 pm,sighter,S1,5,27,-39,7,2353,1.6,2.6,4.5,2.7,
,10:54.22 pm,sighter,S2,5,27,39,-3,2372,2.1,2.5,2.2,4.1,
,10:55.02 pm,,1,5,27,9,-52,2367,1.4,2.1,9.4,3.9,
,10:55.32 pm,,2,5,27,17,-39,2339,1.3,2.3,2.2,2.9,
,10:55.53 pm,,3,5,27,43,-3,2332,1.6,2.5,1,2.3,
,10:56.17 pm,,4,V,27,-30,7,2278,1.2,1.5,0.6,2.7,
,10:56.40 pm,,5,5,27,36,55,2320,1.2,2.1,7.3,2,
,10:56.59 pm,,6,V,27,17,20,2344,1.8,2.1,4.5,2.3,
,10:57.20 pm,,7,5,27,45,-3,2302,1.8,2.1,3.7,3.3,
,10:57.49 pm,,8,5,27,59,-19,2344,1.7,1.9,2.9,1.1,
,10:58.12 pm,,9,V,27,24,2,2353,1.5,2.1,8.3,2.5,
,10:58.28 pm,,10,4,27,-33,106,2326,1.9,1.9,3.7,1.9,

Feb 06 2026,unnamed,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:49.50 pm,sighter,S1,V,26,2,22,2486,0.5,5.1,1,0.6,
,10:50.20 pm,sighter,S2,V,26,-18,-13,2434,-0.1,4.1,1,1.9,
,10:50.49 pm,,1,V,26,-31,-15,2502,0.8,3.8,9.4,0.6,
,10:51.15 pm,,2,5,26,-29,37,2458,0.1,4.8,3.7,1.9,
,10:51.37 pm,,3,V,26,-4,29,2461,0.4,3.9,5.4,0.3,
,10:51.55 pm,,4,V,26,-19,13,2411,0,4,0.6,1.9,

Feb 06 2026,unnamed,#82 (82-E6 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:45.04 pm,sighter,S1,1,27,316,172,2334,-0.3,3.6,6.3,0.7,
,10:45.51 pm,sighter,S2,4,27,-106,-94,2303,-0.1,3,9.4,0.6,
,10:46.26 pm,,1,4,27,61,72,2369,0.6,2.8,6.3,0.5,
,10:47.05 pm,,2,4,27,-29,76,2332,0.4,3.8,9.4,2.7,
,10:47.42 pm,,3,5,27,-34,33,2323,0.5,3.8,1,0.1,
,10:48.17 pm,,4,4,27,-92,-18,2328,0.2,3.3,8.3,1.7,
,10:49.50 pm,,5,4,27,-80,12,2316,0.1,2.9,8.3,0.8,
,10:50.33 pm,,6,4,27,-123,-17,2324,0.1,3.3,9.4,0.6,

Feb 06 2026,unnamed,#83 (83-E7 BCRC),1716 x 1716,ICFRA F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:42.49 pm,sighter,S1,3,27,-120,-5,2291,1.7,1.7,7.3,0.5,
,10:43.17 pm,sighter,S2,3,27,-18,-73,2306,1.9,2,6.3,3.3,
,10:44.06 pm,,1,4,27,-35,-44,2277,1.4,1.9,6.3,2.4,
,10:44.38 pm,,2,2,27,161,9,2287,1.5,1.4,7.3,2.4,
,10:45.17 pm,,3,4,27,26,-37,2311,0.9,1.8,1,4,
,10:45.43 pm,,4,5,27,33,-20,2266,1.7,1.9,6.3,1.8,
,10:46.36 pm,,5,2,27,86,145,2328,2.3,1.7,0.6,1.7,
,10:47.03 pm,,6,3,27,75,121,2268,1.8,1.6,6.3,1.9,
,10:47.34 pm,,7,5,27,5,-27,2297,1.7,1.8,8.3,3.7,
,10:47.55 pm,,8,4,27,-15,-60,2290,1.9,2.3,6.3,2.5,

Feb 06 2026,Jamie C - SH 1,#84 (84-E8 BCRC),1716 x 1716,ICFRA Target Rifle 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:39.46 pm,sighter,S1,4,26,132,-40,2337,0.5,4.2,2.2,4.3,
,10:40.37 pm,sighter,S2,5,26,-55,36,2341,0.4,3.6,0.6,0.9,
,10:41.30 pm,,1,V,26,26,1,2385,0.3,3.7,8.3,3.3,
,10:41.58 pm,,2,5,26,-34,24,2334,0.4,4.4,1,1.3,
,10:42.37 pm,,3,5,26,-45,-24,2352,0.7,4.3,1.6,3.4,
,10:43.16 pm,,4,V,26,6,-16,2351,0,4,0.6,0.2,
,10:43.48 pm,,5,V,26,30,16,2335,0.1,4.1,1.6,2.1,
,10:45.06 pm,,6,V,27,27,15,2363,0.1,4,0.6,0.6,
,10:45.44 pm,,7,5,27,-64,-3,2363,0.7,4.5,1.6,1.9,
,10:46.42 pm,,8,5,27,45,32,2381,1.1,3.9,2.9,1.4,
,10:47.18 pm,,9,4,27,66,42,2405,1.1,4.3,1.6,0.3,
,10:47.42 pm,,10,V,27,-8,-6,2368,0.8,4.2,0.6,1.4,

Feb 06 2026,unnamed,#83 (83-E7 BCRC),1716 x 1716,ICFRA F-Class 300m at 300m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,10:36.46 pm,sighter,S1,5,27,34,13,2311,2,1.7,6.3,1.5,
,10:37.19 pm,sighter,S2,3,27,-59,107,2374,1.8,1.9,6.3,2.7,
,10:37.44 pm,,1,3,27,-15,85,2413,2.4,1.5,0.6,0.5,
,10:38.24 pm,,2,5,27,4,-27,2416,2.1,1.9,5.4,2.1,
,10:38.56 pm,,3,4,27,16,-43,2361,1.9,1.9,8.3,3.4,
,10:39.20 pm,,4,3,27,69,-54,2395,2.1,1.7,10.5,2.8,
,10:39.51 pm,,5,4,27,-21,-41,2398,2.3,1.7,3.7,2.3,
,10:40.17 pm,,6,4,27,45,-26,2383,1.7,1.7,4.5,2.2,
,10:40.48 pm,,7,V,27,-1,19,2367,2.1,2.3,6.3,2.4,
,10:41.16 pm,,8,4,27,2,52,2380,1.8,2.1,1.6,1.2,

Feb 06 2026,unnamed,#3 (3-DX),2258 x 1721,ICFRA-2008 F-Class Long Range at 900m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:45.51 am,sighter,S1,2,26,-564,265,1349,0.9,1.7,5.4,11.8,
,12:47.58 am,sighter,S2,4,26,104,337,1356,0.7,2.1,0.6,1.1,
,12:48.49 am,,1,5,26,79,169,1359,1.3,2.3,1,0.5,
,12:49.44 am,,2,5,26,223,119,1354,0.6,1.7,11.6,0.7,
,12:50.30 am,,3,3,26,203,406,1336,0.7,2.5,2.2,6,
,12:51.40 am,,4,6,26,80,76,1345,0.6,2.1,2.9,0.9,
,12:52.30 am,,5,5,26,-120,102,1348,1.7,2.1,10.5,1.6,
,12:53.15 am,,6,6,26,62,41,1349,0.9,2.1,0.2,1.9,
,12:53.55 am,,7,5,26,172,181,1365,0.8,2,1,0.8,
,12:54.36 am,,8,6,26,-9,89,1366,1.2,2.1,2.2,5.5,
,12:55.42 am,,9,X,26,10,36,1322,0.7,2.2,0.6,1.3,
,12:56.28 am,,10,4,26,-10,271,1358,0.7,2,2.9,1.6,

Jan 31 2026,Paul C_2,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:12.26 am,,1,V,25,17,53,1614,-0.7,0.5,4.5,2.4,
,2:13.24 am,,2,5,25,218,71,1584,-0.3,-0.4,8.3,2.6,
,2:13.49 am,,3,4,25,-113,240,1633,-0.4,-0.4,0.6,2.4,
,2:14.40 am,,4,5,25,66,153,1612,0,0.6,0.2,1.5,
,2:15.03 am,,5,5,25,-106,143,1607,-0.5,0.1,3.7,3.9,
,2:15.32 am,,6,5,25,-150,130,1634,-0.4,0.4,5.4,3.5,
,2:16.04 am,,7,4,25,-268,167,1632,0,-0.6,2.2,0.2,
,2:16.44 am,,8,4,25,-261,171,1655,-0.9,0.1,0.6,5.9,
,2:17.20 am,,9,5,25,-42,131,1636,-1.1,0.4,6.3,9.9,
,2:17.54 am,,10,V,25,-3,108,1653,0,0.1,5.4,1.2,

Jan 31 2026,Bobski SP 2,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:08.54 am,sighter,S1,5,25,-5,217,1862,1.7,1.5,2.9,1.3,
,2:09.37 am,sighter,S2,2,25,21,-675,1704,1.2,1.5,10.5,3,
,2:10.50 am,,1,5,25,94,139,1839,1.4,0.7,5.4,1.4,
,2:11.13 am,,2,5,25,-7,-170,1795,0.9,1.7,0.6,4.4,
,2:11.45 am,,3,V,25,-12,-15,1808,1.1,1.5,6.3,2,
,2:12.02 am,,4,V,25,18,57,1803,1.3,1.2,1.6,0.8,
,2:12.19 am,,5,4,25,170,-339,1779,1.7,0.6,4.5,3.5,
,2:13.25 am,,6,4,25,-37,-351,1791,1.7,0.5,8.3,7,
,2:13.50 am,,7,5,25,133,-131,1811,1.4,0.7,1,1,
,2:14.17 am,,8,V,25,20,1,1797,1.5,0.5,0.2,0.6,
,2:14.57 am,,9,4,25,15,-270,1782,1.2,0.7,10.5,2.2,
,2:15.28 am,,10,4,25,26,-382,1772,1.4,0.6,2.2,3.8,

Jan 31 2026,unnamed,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,2:10.43 am,sighter,S1,4,25,330,-122,1631,0.1,1.2,0.6,6.9,

Jan 31 2026,Bobski SP 1,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:51.29 am,sighter/incomplete,S1,5,25,200,-55,1722,1.4,1.1,,0,
,1:52.40 am,sighter/incomplete,S2,2,25,50,637,1784,0,1.5,,0,
,1:53.51 am,incomplete,1,2,25,-102,638,1768,-0.1,0.6,,0,
,1:55.06 am,incomplete,2,5,25,164,131,1796,0.5,1,,0,
,1:55.42 am,incomplete,3,V,25,11,40,1791,1.2,1.6,,0,
,1:56.02 am,incomplete,4,V,25,-49,-77,1779,1.1,2,,0,
,1:56.26 am,incomplete,5,V,25,-44,-32,1774,0.9,0.8,,0,
,2:03.03 am,,6,V,25,20,84,1819,1.7,0.7,2.2,1.7,
,2:03.27 am,,7,5,25,70,-161,1772,1.5,0.8,6.3,4.6,
,2:03.54 am,,8,2,25,162,-590,1689,1.5,1.7,1,5.7,
,2:04.35 am,,9,5,25,-69,135,1804,1.6,0.8,1,1.3,
,2:05.07 am,,10,3,25,99,-399,1720,1.5,0.9,9.4,5.2,

Jan 31 2026,Paul C_1,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:54.42 am,sighter,S1,2,25,741,-159,1568,-1.2,0.1,3.7,11,
,1:56.14 am,,1,4,25,-301,-178,1612,0.3,-0.1,3.7,12.5,
,1:56.54 am,,2,5,25,137,-168,1582,-0.4,0.4,0.6,5.3,
,1:57.30 am,,3,4,25,297,200,1617,-0.9,0.5,2.9,3.1,
,1:58.10 am,,4,5,25,175,-11,1588,-0.6,0.1,1.6,5.6,
,1:58.38 am,,5,5,25,-150,65,1605,-0.8,-0.3,2.9,3.2,
,2:02.56 am,,6,5,25,53,189,1607,-0.3,0.3,0.2,1.5,
,2:03.31 am,,7,5,25,-85,121,1601,-0.2,0.4,0.6,2.9,
,2:03.59 am,,8,5,25,-62,-145,1643,-0.9,0,2.9,6.9,
,2:04.24 am,,9,V,25,-122,32,1615,-0.7,1.1,2.9,5,
,2:04.42 am,,10,V,25,-118,5,1577,0.4,0.2,7.3,4.3,

Jan 31 2026,unnamed,#9 (9-E6),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:19.20 am,sighter/incomplete,S1,2,25,814,-18,1601,-2.8,0.8,,0,

Jan 31 2026,unnamed,#11 (11-E8),2258 x 1721,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:49.44 am,sighter/incomplete,S1,4,25,317,245,1748,0.9,0,,0,
,1:50.12 am,sighter/incomplete,S2,V,25,62,-29,1736,0.7,0.9,,0,

Jan 31 2026,Bobski FO 2,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:30.32 am,incomplete,1,X,25,-23,50,1631,1.2,1.3,,0,
,1:30.50 am,incomplete,2,6,25,-38,-59,1611,0.4,0.2,,0,
,1:31.09 am,incomplete,3,6,25,19,-123,1629,0.7,0.6,,0,
,1:31.33 am,incomplete,4,X,25,-10,-12,1610,0.6,0.2,,0,
,1:31.50 am,incomplete,5,6,25,-49,120,1670,1.1,1.8,,0,
,1:32.17 am,incomplete,6,6,25,-6,-83,1647,0.7,0.3,,0,
,1:32.38 am,incomplete,7,X,25,-8,42,1629,0.2,0.2,,0,
,1:32.56 am,incomplete,8,6,25,-25,-101,1642,0.8,0.5,,0,
,1:33.21 am,incomplete,9,X,25,-14,-50,1634,1.1,1.4,,0,
,1:33.44 am,incomplete,10,X,25,36,27,1646,1.1,0.5,,0,

Jan 31 2026,Bobski FO 1,#11 (11-E8),2258 x 1721,ICFRA-2008 F-Class Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,1:25.16 am,sighter/incomplete,S1,5,25,40,233,1648,0.9,1.1,,0,
,1:25.41 am,sighter/incomplete,S2,5,25,129,43,1617,0.6,0.5,,0,
,1:26.23 am,incomplete,1,6,25,67,-47,1627,0.9,0.7,,0,
,1:26.43 am,incomplete,2,X,25,-23,-12,1615,0.4,-0.4,,0,
,1:27.00 am,incomplete,3,6,25,57,-63,1606,0.4,0.5,,0,
,1:27.22 am,incomplete,4,6,25,25,98,1636,1.1,1.5,,0,
,1:27.46 am,incomplete,5,5,25,-75,170,1640,0.2,0.8,,0,
,1:28.11 am,incomplete,6,X,25,-6,10,1652,0.6,0.8,,0,
,1:28.28 am,incomplete,7,6,25,-22,125,1659,1.1,0.9,,0,
,1:28.52 am,incomplete,8,6,25,35,-115,1614,0.7,1,,0,
,1:29.12 am,incomplete,9,6,25,93,-13,1632,0.9,0.4,,0,
,1:29.32 am,incomplete,10,X,25,-22,40,1642,1.3,1.5,,0,

Jan 31 2026,unnamed,#10 (10-E7),1715 x 1715,ICFRA Target Rifle Long Range at 800m,
,time,tags,id,score,temp C,x mm,y mm,v fps,yaw deg, pitch deg,quality,xy_err
,12:39.22 am,sighter,S1,2,26,702,-544,1627,1.5,-1.4,19.2,2.2,
,12:41.17 am,sighter,S2,5,26,111,-70,1627,0.8,-1.1,10.5,7.9,
,12:42.25 am,,1,V,26,40,3,1643,-0.3,-1.1,4.5,6.1,
,12:43.12 am,,2,V,26,87,-22,1632,0.6,-0.8,14,12.3,
,12:44.01 am,,3,5,26,-109,122,1640,1,-1.5,4.5,12.8,
